row_no,headline,body_text,class
691,"Real Madrid manager Julen Lopetegui declares Gareth Bale is 'very happy' at the Bernabeu, despite Manchester United links","Real Madrid manager Julen Lopetegui has indicated that Gareth Bale is set to stay at the club. The 29-year-old has been strongly linked with a move away from the Bernabeu this summer, with Manchester United reportedly interested in his signature. Speculation began after Bale's comments at the end of Los Blancos' 3-1 Champions League victory over Liverpool. The Welshman publicly demanded showdown talks with the club regarding his future and lack of playing time after scoring twice as a substitute. However, it appears the situation has been resolved following the departure of Cristiano Ronaldo and Zinedine Zidane, with his new manager declaring Bale is ""very happy"" at Madrid. ""He's very, very happy,"" Lopetegui said. ""He's very happy to play at Real Madrid. He's happy to be here, this is a fantastic opportunity for him to show his talent. ""I've talked to him like I've talked to everyone. He's with the team, he's happy, he's in line with our goals and it's a start of a new exciting path for us that I'm looking forward to."" Reflecting on how the departure of one of Real's legendary attackers in Cristiano Ronaldo could affect Bale's future, the former Spain boss continued: ""We first recognise Cristiano as one of the most important players in the recent history of Real Madrid, he vocalised his desire to leave and the club gave him all the facilities to do so. We wish him all the luck in the world. ""And when it comes to our players, Bale and everyone else, we are completely convinced we have the players to move forward. Bale is a magnificent player with qualities and we are convinced he and everyone else can fill the void."" Great to be back training with @realmadrid and a big thank you to everyone for all your birthday messages! ⚽🎂 A post shared by Gareth Bale (@garethbale11) on Jul 16, 2018 at 1:37pm PDT",TRUE
692,Aston Villa want Ben Woodburn on loan from Liverpool,"Aston Villa are looking to secure a season-long loan deal for Liverpool's Ben Woodburn, according to Sky sources. Liverpool manager Jurgen Klopp is a big admirer of the Wales international but believes a season at the right club would be advantageous. Villa are not the only club interested, though. Sky Sports News understands an approach from Wigan was rejected and Sheffield United are also keen. New majority shareholders Nassef Sawiris and Wes Edens have invested ""significant"" funds at Villa and prior concerns over a firesale at the club have eased. Previous owner Dr Tony Xia had admitted the club would need to sell some of their key players after missing out on a return to the Premier League in last season's play-off final. Holding onto players remains manager Steve Bruce's priority, but the club are now looking to bring in signings in order to mount another promotion challenge. Woodburn, 18, was due to be part of Liverpool's training camp in France this week. He is the third youngest Liverpool debutant in the club's history after making his first appearance in November 2016 against Sunderland.",FALSE
693,Aston Villa want Ben Woodburn on loan from Liverpool as transfer embargo is lifted,"S teve Bruce has launched a bid to sign Liverpool's Ben Woodburn on loan, with the Wales international set to be withdrawn from Jurgen Klopp's training camp in France. Aston Villa are in talks with Liverpool over a deal to take Woodburn for the season after a transfer embargo on the Midlands club was lifted. Telegraph Sport can reveal that Villa had been operating under an embargo imposed by the Football League amid their cash crisis under former chairman Dr Tony Xia. But new Villa owners Nassef Sawiris and Wes Edens have since provided the EFL with assurances over future funding and the Championship club are now free to make new signings this week. Villa have made contact with Liverpool over a loan deal for Woodburn, the 18-year-old attacker, and are understood to be the favourites to sign him. Liverpool fly out to a training camp in Evian on Monday but Woodburn is not travelling with the squad and his future will be decided before the weekend. K lopp is a huge fan of the teenager - who signed a long-term contract last year - but believes his career would benefit from a loan spell in the Championship. Sheffield United and Wigan have also asked about taking Woodburn on loan but Villa are now believed to be in the box seat. W oodburn became the third youngest Liverpool debutant in the club's history when he appeared against Sunderland in November 2016. The future of Villa attacker Jack Grealish is still uncertain, with Tottenham Hotspur interested in signing him before the transfer window closes. Grealish is keen to link up with Mauricio Pochettino as he wants to play Champions League football and earn a call-up into the senior England squad. Spurs are yet to bid in this window and their hopes of signing the 22-year-old for £20m now appear remote after the recent £30m investment deal.",FALSE
694,Aston Villa close in on loan move for Liverpool's highly-rated youngster Ben Woodburn,ASTON VILLA have made an offer to land Liverpool's highly-rated forward Ben Woodburn on a season-long loan. The 18-year-old will not fly to the club's training camp in France as talks progress over a move to the Championship club. Villa are wasting no time in attempting to strengthen their side after their transfer embargo was finally lifted. The Telegraph report that the club were handed a ban from signing players as they underwent a financial crisis under ex-chairman Dr Tony Xia. But they now have cash to spend and want Woodburn to bolster their squad ahead of the new season that gets underway next weekend. Liverpool believe Woodburn has a bright future at Anfield but feel his development is better suited away from the club to experience first-team football. He is seen as one of the future stars at Liverpool after penning a new long-term contract last year. Villa's next task will be keeping hold of highly-sought after forward Jack Grealish. Tottenham have been the front-runners to sign the talented 22-year-old but Villa have no plans to cash in on the £20million being offered. Spurs were hoping they would cash in on the cheap as they endure financial difficulty but the investment by billionaires Nassef Sawiris and Wes Edens means they can now hold out for a higher fee.,FALSE
695,Aston Villa enter talks with Liverpool over striker Ben Woodburn,"Aston Villa have opened talks with Liverpool as Steve Bruce is keen to sign Ben Woodburn on a season-long loan deal, according to reports. Wales international Woodburn is set to be withdrawn from Liverpool's pre-season camp in the United States so he can complete a move to Villa Park ahead of the new Championship season. Villa had been operating under a transfer embargo imposed by the EFL following their financial crisis under previous chairman Tony Xia. The Midlands club has since seen it's majority share sold to investors Nassef Sawiris and Wes Edens who have given the EFL enough assurances for them to lift the ban for them to make signings next week, according to The Telegraph . The report claims Woodburn has been approached by a number of sides but Villa are heavy favourites to secure a deal for the 18-year-old. Jurgen Klopp is happy for the 18-year-old to leave Anfield on a temporary basis but does not want the club to sell him on a permanent deal. Sheffield United and Wigan have also been credited with interest but there is no suggestion Woodburn is willing to go anywhere apart from Villa Park if he leaves Liverpool. The Welshman became the third-youngest debutant and youngest-ever scorer for Liverpool in 2016.",FALSE
696,Liverpool transfer news: Watford targeting Divock Origi on one condition,"It has widely been suggested that Origi will leave Anfield this season, though the Reds are believed to want £26million for the Belgian. That's reportedly put off Valencia and it seems Watford aren't overly keen on forking out that amount either. Instead, The Mirror report that the Hornets are interested in taking the 23-year-old on a season-long loan deal. It's despite Watford earning a rumoured £40m in the sale of Richarlison to Everton this week. Origi has struggled during his time at Liverpool and was sent on loan to Bundesliga side Wolfsburg last season. Origi has featured for Liverpool during pre-season but Jurgen Klopp seems to be favouring Daniel Sturridge as back-up to Roberto Firmino. And Klopp recently confirmed that he will trim his first-team squad before the season starts. The German revealed: ""When all the players are back the squad is big, so it is clear they all need opportunities to play. ""The ones who are very young, we don't think about it; they are in absolutely the right place now and if they can play with us or the under-23s, it is perfect. ""Both is really good and we don't have to rush that, but then we have other age groups where you think it makes no sense to show in a different league, maybe a different club in a different league, how far they are in the moment. ""Then of course, it is clear there are always requests from other clubs and we need to stay open for that. ""In the end, it makes no sense to have 35 players in the squad because developing players means they have to feel needed; they need to see 'In this or this situation, I can play in the team' and all that stuff. ""I am pretty sure a few things will happen, but exactly what time will show.""",FALSE
697,Liverpool transfer news: Watford targeting £26m-rated Divock Origi,"The Belgium forward is surplus to requirements at Anfield with Jurgen Klopp wanting to sell the £26m-rated striker on a permanent deal. Origi spent last season on loan with Bundesliga club Werder Bremen, before returning to Merseyside for pre-season this summer. According to the Mirror , the Hornets are interested in bringing Origi to Vicarage Road but on a season-long loan, rather than pay Liverpool's asking price. Following the £40m sale of Richarlison, Watford are certainly not strapped for cash and are now in the hunt for another forward player. But the London side seem reluctant to spend such a large chunk of that incoming cash on the 23-year-old. Origi has fallen down the pecking order at Liverpool with Klopp preferring to play mainly attacking midfielders supporting the one striker, with Roberto Firmino his first choice. He has featured for the Reds during pre-season but the manager seems to be favouring Daniel Sturridge and Dominic Solanke as back-up to Firmino. And Klopp recently confirmed that he will trim his first-team squad before the season starts. The German revealed: ""When all the players are back the squad is big, so it is clear they all need opportunities to play. ""The ones who are very young, we don't think about it; they are in absolutely the right place now and if they can play with us or the under-23s, it is perfect. ""Both is really good and we don't have to rush that, but then we have other age groups where you think it makes no sense to show in a different league, maybe a different club in a different league, how far they are in the moment. ""Then of course, it is clear there are always requests from other clubs and we need to stay open for that. ""In the end, it makes no sense to have 35 players in the squad because developing players means they have to feel needed; they need to see 'In this or this situation, I can play in the team' and all that stuff. ""I am pretty sure a few things will happen, but exactly what time will show."" Origi signed for Liverpool for £10m from Lille in 2014 before immediately being loaned back to the French side for the season. Since his return he has scored 21 goals in 77 appearances for the Reds in all competitions. He has represented Belgium on 22 occasions, scoring three goals. Fellow Belgian Michy Batshuayi is also in the running to move to Watford but Spanish side Valencia appear to be the favourites to sign the Chelsea man.",FALSE
698,Everton want to sign Marcos Rojo from Man Utd but wage demands could derail transfer,"E verton have expressed an interest in Manchester United defender Marcos Rojo but his wage demands could derail the deal even though Jose Mourinho wants to make room in his squad for a new centre back. Rojo, who earns more than £120,000-a-week, has not linked up with the rest of the United squad in the USA even though Argentina were knocked out of the World Cup in the Round of 16 more than three weeks ago. The defender has been told he can leave Old Trafford, despite only signing a new contract in March this year. United would be willing to sell a player they bought for £16m from Sporting Lisbon four years ago if they receive a bid in excess of £20m. Wolverhampton Wanderers also briefly showed an interest in the 28-year-old, but were informed he was not interested in joining the new promoted Premier League club. Worryingly for United, their chances of signing first choice defensive target Harry Maguire are rapidly fading . The England international has been offered a new contract by Leicester City and, having already sold Riyad Mahrez to Manchester City this summer, the Midlands club simply do not want to lose another of their key players before the start of the season. T hat would appear to leave two alternatives, with Barcelona defender Yerry Mina the more likely arrival. The Colombian was superb for his country at the World Cup, scoring his side's equaliser against England in the Round of 16. At the age of 23, he would also be the preferred option of the United board because of his potential resale value and Barcelona are understood to be willing to let him leave. United, though, have not completely discarded the idea of signing Toby Alderweireld from Tottenham Hotspur and the London club ae more receptive to the idea of letting him move to Manchester than they were earlier in the window.",FALSE
699,Manchester United ready to sell Marcos Rojo with Everton interested,"Jose Mourinho has given the green light for Marcos Rojo to be sold after Everton registered their interest in the Manchester United defender. Mourinho is in the market for a new centre-back and talks have begun with Leicester City to sign Harry Maguire, although the England international is valued at £75 million. United will need to offload a central defender to accommodate a new arrival and Rojo is set to be the man who makes way. According to the Daily Telegraph , Rojo has been told he can leave Old Trafford before the end of the summer window, while reports claim that the Argentina international is valued at £30m. Everton boss Marco Silva has prioritised the signing of Rojo but 28-year-old earns over £120,000-a-week with United and only signed a new three-year contract in March. United also have the option to sell Victor Lindelof following interest from Lyon but Mourinho is against the idea of the Sweden international leaving Old Trafford . Mourinho now has nine days to recruit a new centre-back and United have reportedly also opened talks with Barcelona to sign Yerry Mina . The 23-year-old impressed for Colombia at the World Cup this summer but is unhappy with the amount of playing time he received last season having joined Barcelona for £10.5m in the January window.",FALSE
700,Chelsea transfer news: Everton given Jordan Pickford advice by Sky Sports pundit,"But the Toffees have been told to make it difficult for the Blues to sign the England international. Former Everton striker and Sky Sports pundit Victor Anichebe believes Pickford has proven he is one of the best shot-stoppers on the planet. That's after his heroics at the World Cup which saw England reach the semi-finals in Russia. Chelsea have been linked with a number of goalkeepers with Courtois reportedly agreeing terms with Real Madrid. But Anichebe is desperate for Everton to fight to keep Pickford. ""They have to try and keep hold of him,"" Anichebe said on Sky Sports News. ""He's one of the best goalkeepers in the Premier League and probably one of the best, people could argue, in the world right now. ""So keeping hold of him is really important. ""It will be difficult if big teams do come in with a big offer. ""But as long as they can try to keep him and keep adding to what they have, I think they will do well this year."" Chelsea have had a quiet summer so far but since appointing Maurizio Sarri they have made two signings. Jorginho followed the new manager from Napoli and veteran goalkeeper Rob Green has also joined. Chelsea start their Premier League campaign against Huddersfield on Saturday, August 11. Everton begin the season with an away trip to Wolves on the same day.",TRUE
701,Chelsea transfer news: Everton told to reject approach for 'one of the best in the world',"That is the verdict of former Everton and West Brom striker Victor Anichebe, who claims Pickford is one of the best keepers in the world. Pickford had a fine World Cup with England, helping Gareth Southgate's side reach the semi-final stage in Russia. And his form has led to Chelsea being linked with his signature. The Blues could be in the market for a goalkeeper if Thibaut Courtois, whose contract expires at the end of the upcoming season, joins Real Madrid. And Pickford is reportedly a top target to replace Courtois at Stamford Bridge. But Anichebe believes Everton must resist any approach for their stopper, who only joined last summer from Sunderland for a fee that could rise to £30million. ""They have to try and keep hold of him,"" Anichebe said on Sky Sports News. ""He's one of the best goalkeepers in the Premier League and probably one of the best, people could argue, in the world right now. ""So keeping hold of him is really important. ""It will be difficult if big teams do come in with a big offer. ""But as long as they can try to keep him and keep adding to what they have, I think they will do well this year."" Pickford played every game for Everton in the Premier League last season.",TRUE
702,Arsenal keeper Petr Cech could make emotional return to Chelsea if Real Madrid come in for Thibaut Courtois,"CHELSEA could go back in for former keeper Petr Cech, if Thibaut Courtois leaves the club for Real Madrid. According to reports, the West London club face the prospect of having to find a new stopper, but there has been no confirmation Real Madrid have lodged a bid for the Belgium international. Cech was outstanding between the sticks for the Blues during his 11-year spell at Stamford Bridge that ended under Jose Mourinho in 2015. He was Chelsea's man between the sticks when they won the Champions League in 2012 and he lifted the Premier League four times. But the 36-year-old has since struggled at times at Arsenal and according to the Mail , Unai Emery would welcome extra transfer funds if they become available. Sarri could also go in for Leicester's Kasper Schmeichel and AC Milan youngster Gianluigi Donnarumma. Arsenal bagged Bernd Leno, 26, from Bayer Leverkusen earlier this window, but Cech is reportedly happy to fight for his place under the new manager. As SunSport reported, Chelsea are also looking to hijack Liverpool's move for Roma keeper Alisson with a £65million bid. Marina Granovskaia is refusing to accept defeat over the chase for the stopper and the club are hoping to use Sarri's Italian influences to get the deal over the line. The indecision over a new goalkeeper could help Emery make up his mind over the future of Colombian stopper David Ospina. The 29-year-old played in most of Arsenal's Europa League campaign, as they reached the semi-finals before being knocked out by Atletico Madrid.",FALSE
703,"Petr Cech fully focused on Arsenal, no Chelsea offers on table - agent","Petr Cech's agent says the goalkeeper remains fully focused on playing for Arsenal this season amid reports of a return to Chelsea, and insisted that no offers are on the table. Arsenal signed Bernd Leno from Bayer Leverkusen this summer to provide added competition for Cech, who was criticised for some uncharacteristic mistakes last season. Reports have claimed Chelsea are interested in re-signing the goalkeeper, who left them for Arsenal in 2016, although David Ospina is widely considered more likely to be sold by the Gunners. Cech's agent Viktor Kolar downplayed talk of a potential move. ""It is always busy during every transfer window around Petr Cech, as a great Premier League person. However, he maximally focuses on the new season at Arsenal, no specific offer is available,"" Kolar told ESPN FC. Cech and Leno are both expected to be on the plane when Arsenal fly to Singapore on Sunday for two preseason matches against Atletico Madrid and Paris Saint-Germain. New head coach Unai Emery said last week that he has yet to decide which goalkeeper will be his No. 1.",TRUE
704,Arsenal news: Petr Cech admits to uncertainty under Unai Emery after Chelsea clash,"The Czech veteran, now 36, has been first-choice at the Emirates since joining from Chelsea three years ago. But the arrival of £19.6 million Bernd Leno, 26, from Bayer Leverkusen has put Cech's position in north London under real threat. German international Leno started Arsenal 's two previous friendly games against Atletico Madrid and Paris Saint-Germain. And though Cech played the entire game against Chelsea in Dublin on Wednesday and even saved two penalties, he admitted afterwards that he has had no assurances from Emery. Cech said: ""We still have games to play. Obviously for every player you do your best, then the manager has his choice to make. I have not been given any assurances."" Cech, who last season became the first Premier league goalkeeper to keep 200 clean sheets, saw his team recover from Antonio Rudiger's early goal to earn a draw through Alexandre Lacazette's injury time strike. He added: ""I believed we would get the equaliser. Luckily we found a goal. It shows we have a good spirit in the team - you have to carry on until the last minute to give yourself a chance."" Cech saved a spot kick from Alvaro Morata in the first half and then stopped one from Ruben Loftus-Cheek in the shoot out to allow Alex Iwobi to win the International Champions Cup tie. He said: ""The positive is the penalty shoot-out as well. All the players managed to score and that is always good for the confidence. ""We literally had players for the first time playing 90 minutes. Step by step we are getting there. We have one more game to prepare. ""It's always tricky for everybody when you have players coming later and then you have to catch up. We have some players missing, but I think we are in a good place. ""A week and a half to prepare for the first game of the season I think is to our advantage."" Arsenal defender Sead Kolinasic will have a test on a twisted knee today. While Emery provided a positive update on Aaron Ramsey , who was withdrawn from Arsenal's starting line-up last night due to a calf problem. ""He has one little muscular pain and we decided not to start him in the match because it's maybe a big risk for him,"" said Emery. ""But I'm waiting for the medical analysis and I don't think it will be a big problem.""",FALSE
705,Chelsea transfer news: Sky Sports expert reveals shock Petr Cech interest,"The Arsenal stopper looks to have lost his place as the Gunners' No 1 after a below-par 2018 in between the sticks. Cech now also has to compete with new arrival Bernd Leno, who signed for £19m before the World Cup. Meanwhile, at Chelsea, Thibaut Courtois looks to be on his way out of the club as he nears his desired move to Real Madrid. And according to Sky Sports reporter Kaveh Solhekol, Cech could now be in line for a shock return to Stamford Bridge this summer. ""Chelsea considering re-signing Petr Cech if/when they sell Thibaut Courtois to Real Madrid,"" he tweeted. The Blues are also eyeing up a swoop for Leicester City stopper Kasper Schmeichel. The Dane enjoyed a solid World Cup this summer, which will have added to his transfer value. ""Chelsea also interested in Leicester City goalkeeper Kasper Schmeichel. Liverpool have made big move for other Chelsea target Alisson,"" Solhekol added. Courtois recently cast doubt over his Chelsea future, saying he would take some time to consider his options after Belgium's successful World Cup. ""Wherever I go, Hazard must come along,"" he said after the 2-0 win over England on Saturday. ""We will not let each other go. We'll see. ""Now first vacation. And agree with my entourage in between.""",FALSE
706,Petr Cech's agent speaks out on potential Chelsea return,"Petr Cech's agent insists the goalkeeper is focused on staying at Arsenal and claims Chelsea have not submitted an offer. The 36-year-old is about to enter his fourth season with the Gunners but faces the prospect of being Unai Emery's back-up option following the arrival of Bernd Leno from Bayer Leverkusen. Cech was signed from Chelsea for £10m three years ago and reports suggested this week that he could potentially be heading back to Stamford Bridge this summer. Chelsea are considering selling Thibaut Courtois to Real Madrid as the Belgian has just one year remaining on his contract and is yet to sign a new deal. Cech has been linked as a potential replacement for Courtois , but his agent Viktor Kolar insists no offer is on the table. 'It is always busy during every transfer window around Petr Cech, as a great Premier League person,' Kolar told ESPN . 'However, he maximally focuses on the new season at Arsenal, no specific offer is available.'",FALSE
707,Chelsea consider re-signing Petr Cech from Arsenal as Thibaut Courtois' replacement,"Chelsea are considering a surprise move for Arsenal goalkeeper Petr Cech as a replacement for Thibaut Courtois, according to reports. Real Madrid are closing in on a move for Courtois, who has less than a year remaining on his contract with Chelsea and has not committed to a new deal. Chelsea are in the market for a new first-choice goalkeeper and Roma's Alisson is on their shortlist. But the Brazil international appears to be closer to Liverpool after Jurgen Klopp's side submitted a £62 million offer on Tuesday. According to Sky Sports, Chelsea are now considering re-signing Cech from Arsenal this summer. Chelsea sold the 36-year-old to the Gunners for around £10 million three years ago after losing his place to Courtois. But following the arrival of Bernd Leno from Bayer Leverkusen, Cech's status as Arsenal's No.1 goalkeeper is now under threat. The Daily Mail also reports that Arsenal are willing to sell Cech in order to provide more funds for Unai Emery to improve his squad. And Chelsea have been offered the chance to re-sign the goalkeeper who helped them win four Premier League titles, the Champions League and the Europa League. The report also claims that Leicester City goalkeeper Kasper Schmeichel and AC Milan's Gianluigi Donnarumma are both on Chelsea's shortlist.",FALSE
708,Manchester United agree personal terms with Yerry Mina ahead of £40m transfer,"Manchester United have successfully agreed personal terms with Barcelona centre-back Yerry Mina but are still negotiating a fee with the Catalan club, according to reports. Jose Mourinho had made Tottenham Hotspur centre-back Toby Alderweireld his No.1 choice in the heart of the defence but United have struggled to agree on a valuation, with Spurs demanding £75m. While United are still hopeful that they might reach a compromise over Alderweireld, they have pressed ahead with an offer for Mina in the meantime. And according to Catalan newspaper Mundo Deportivo , United have already agreed a five-year contract with the Colombian. Mina will earn £7.5million-a-year – or around £145,000-a-week before tax – which is a significant improvement on his salary at Barca and far more than rival suitors Everton can offer. The transfer is dependant on a fee being agreed, with the two clubs still £5m apart, and United will only confirm the deal once they are certain that Alderweireld is no longer an option. Mina struggled to make an impact at Camp Nou after joining in January, with Ernesto Valverde unconvinced by the towering Colombian. He had a superb tournament for his national team at the World Cup, however, notably scoring against England in the last 16, and his stock has risen considerably as a result. The 23-year-old cost Barca just £11.5m a few months ago, but they now hope to net almost four times that amount after slapping a £40m valuation on him as Mourinho gets desperate in his hunt for reinforcements in central defence.",FALSE
709,Chelsea transfer news: Kasper Schmeichel update offered by Leicester boss Claude Puel,"The Leicester stopper is the latest name to be linked with a move to Stamford Bridge this summer. Schmeichel enjoyed a solid World Cup with Denmark which has seen him enter the fray to replace Chelsea wantaway Thibaut Courtois in west London. But Leicester boss Claude Puel appears to have poured cold water on the rumours, insisting the Foxes No 1 will not be leaving the King Power Stadium. ""I am not troubled about this,"" said the Frenchman on Saturday. ""Of course Kasper is a very important player for us. ""He had a very strong World Cup. ""We need Kasper, with his character, his performance and his consistency."" When asked if the club had received any offers for Schmeichel, Puel replied: ""No. There is no problem with this. ""There is a lot of speculation at this moment, it is normal."" Leicester recently spent £12m on Liverpool backup stopper Danny Ward, which only intensified rumours surrounding Schmeichel's future. Chelsea have also been linked with a shock move for former 'keeper Petr Cech and Manchester City outcast Joe Hart. The Blues missed out on Brazilian No 1 Alisson who opted to join Premier League rivals Liverpool earlier this week.",TRUE
710,"Kasper Schmeichel to remain at Leicester, insists Claude Puel","Claude Puel insists Leicester have not received any offers for goalkeeper Kasper Schmeichel. Sky Sports News understands Chelsea are considering a move for the Denmark international , who helped the Foxes to a ninth-place finish in the Premier League last season. Puel is determined to hold on to the 31-year-old as he plans for his second season in charge at the King Power Stadium. ""I am not troubled about this,"" said Puel, speaking after his side's 4-1 win over Notts County in pre-season. ""Of course Kasper is a very important player for us. He had a very strong World Cup. We need Kasper, with his character, his performance and his consistency."" When asked if Leicester had received any offers for Schmeichel, Puel said: ""No. There is no problem with this. ""There is a lot of speculation at this moment, it is normal."" Schmeichel is set to face increased competition this season following the arrival of Danny Ward, who completed his £12.5m move to the Foxes from Liverpool on Saturday. Puel says Ward has not been brought in to directly replace Schmeichel, but rather to provide serious competition for the Denmark international. ""I think he can bring more competition to the squad and more possibilities,"" said Puel. ""It is a good thing to have competition between players in the squad to develop desire. ""It gives good focus and concentration.""",TRUE
711,Chelsea urged to sign Kasper Schmeichel to replace Thibaut Courtois,"Chelsea have been advised to sign Leicester City goalkeeper Kasper Schmeichel to replace Thibaut Courtois, who is expected to join Real Madrid this summer. The Belgium international is likely to return to the Spanish capital before the end of the transfer window, which in Spain runs until 31 August. Maurizio Sarri's side have been linked with a host of replacements including former Liverpool star Pepe Reina, though they have drafted in Rob Green on a one-year deal . And Craig Burley, the ex-Chelsea midfielder, wants to see his former side move for Denmark international Schmeichel. 'They need someone who is very strong on crosses and coming out,' the 46-year-old told ESPN. 'Courtois is very dominant coming out. It isn't a strength of [Kasper] Schmeichel. 'He is a good shot stopper. Chelsea need a goalkeeper who is good at shot stopping and coming out.' Leicester have already moved to cover for the possible departure of Schmeichel by acquiring Danny Ward from Liverpool in a deal worth £12.5m. Manager Claude Puel has already lost Riyad Mahrez to Manchester City this summer and is unwilling to allow another star player to depart the King Power Stadium. Jamie Vardy and Harry Maguire are already likely to miss the start of the season, which begins against Manchester United on 10 August, due to reaching the latter stages of the World Cup with England. And Puel could ill-afford losing another of his key men. 'I am not troubled about this,' said the Frenchman. 'Of course Kasper is a very important player for us. He had a very strong World Cup. We need Kasper, with his character, his performance and his consistency. 'No [there have been no offers]. There is no problem with this. There is a lot of speculation at this moment, it is normal.'",FALSE
712,Real Madrid's Theo Hernández close to Real Sociedad loan,"Theo Hernández may not be among the travelling party as Real Madrid set off for a pre-season tour of the United States tomorrow, with the left-back understood to be close to joining fellow LaLiga club Real Sociedad on loan . The season-long deal, which would not include a purchase option , could well be announced in the coming hours. Theo has underwhelmed at Real since being signed from city rivals Atlético for 30m euros last summer , having moved to the Bernabéu on the back of an impressive loan spell at Deportivo Alavés in the previous campaign. Bought as understudy to regular left-back Marcelo, the 20-year-old's 17 starts in his maiden season at Real saw him fail to get near the form he had shown at Alavés . However, Los Blancos remain persuaded of Theo's potential , and feel that a year on loan in San Sebastián may help the France Under-20 cap to get back on track.",TRUE
713,West Ham transfer news: Manuel Pellegrini interested in snapping-up Porto star Yacine Brahimi with talks ongoing,"WEST HAM are reportedly in talks to bring Porto's contract rebel Yacine Brahimi to the London Stadium. The 28-year-old - who boasts a release clause of £53million - has just a year left to run on his current deal with the Primeira Liga champions. According to O Jogo, the Hammers were in Portugal yesterday to discuss the potential signing of the Algerian international. The sports newspaper ran the story on their front page, with Manuel Pellegrini understood to be desperate to nab a pacey winger before the end of the transfer window. West Ham reportedly sent scouts to watch the 2014 BBC African Footballer of the Year in action against Braga in February. With Brahimi seemingly unwilling to extend his stay with Sergio Conceicao's side, the ex-Rennes ace looks to have been put up for sale. Everton had been eyeing up a move the former French youth international , after they failed with a £35m offer last summer. Brahimi - a product of the Paris Saint-Germain academy - has been a key player for Porto since joining from Granada for £5.7m in 2014. He chalked up with 12 goals and ten assists in 48 games in all competitions last campaign - helping the club to their first league title since 2013. And he isn't the only player West Ham are targeting, with Pellegrini looking to beat off competition from Leicester and Everton to snap up former loanee Joao Mario from Inter Milan.",FALSE
714,West Ham Interested in Porto's Yacine Brahimi But Unwilling to Pay €60m Release Clause,"​ West Ham United are plotting a move for Porto and Algeria attacker Yacine Brahimi as the east London club look to strengthen their attacking options ahead of the new season. Brahimi's performances for Porto over recent years have attracted interest from multiple European clubs, and last season the Algerian contributed nine goals and seven assists from the left wing. It's that sort of return that has enticed West Ham into a move for Brahimi, though it's understood a hefty fee would be involved to get him to the London Stadium. According to Zero Zero & O Jogo, Porto are sticking to their guns and do not wish to sell the player for less than his release clause of €60m, a fee which new West Ham boss Manuel Pellegrini considers to be excessive. It's understood that officials from West Ham have arrived in Porto to sit down with the club to discuss the player's future, but things appear to be heading in the right direction for West Ham, with Brahimi having previously admitted he's keen to test himself in the Premier League. The Algerian's contract runs out next summer, and barring an extension it seems the Portuguese club are resigned to losing one of their star men. Should West Ham manage to sign the winger the club will have added an exciting attacker who appears to be just hitting his peak at 28.",FALSE
715,West Ham transfer news: Danny Drinkwater eyed as Hammers look for EIGHTH signing,"The Hammers are looking to strengthen this summer following a disappointing campaign last time out which saw them finish 13th. Jack Wilshere is one of seven new faces at the London Stadium with new boss Manuel Pellegrini having spent over £100million. Wilshere was on a free though Andriy Yarmolenko, Issa Diop and Felipe Anderson all required a significant fee. And now The Mirror report that the Hammers want to add Danny Drinkwater to their list of incomings this summer. Despite the numerous signings, it's claimed that Pellegrini and Director of Football Mario Husillos still feel the squad is lacking strength in midfield. That comes with Manuel Lanzini a long-term injury while West Ham are willing to listen to offers for Cheikou Kouyate. Drinkwater shone for Leicester as they won the Premier League in 2016 before joining Chelsea 12 months later. A number of injury problems meant the 28-year-old struggled to nail down a place in Antonio Conte's line-up. Chelsea have signed Jorginho this summer with Drinkwater now looking surplus to requirements. Teamtalk also report that Leicester are interested in taking the midfielder back to the King Power Stadium. Chelsea are still facing uncertainty regarding the futures of the likes of Eden Hazard and Thibaut Courtois. Both are rumoured targets of Real Madrid though new boss Maurizio Sarri is keen on keeping the pair. And it looks like a saga that will rumble on with the La Liga transfer window not closing until August 31. In comparison, the English transfer window ends on August 9 with the Premier League season kicking off the next day. Players in: Jack Wilshere (free, Arsenal), Ryan Fredericks (free, Fulham), Issa Diop (£22m, Toulouse), Lukasz Fabianski (£7m, Swansea), Andriy Yarmolenko (£17.5m, Borussia Dortmund), Fabian Balbuena (£4m, Corinthians), Felipe Anderson (£36m, Lazio). Players out: Reece Burke (£1.5m, Hull City), Korrey Henry (free, Yeovil), Marcus Browne (loan, Oxford), James Collins, Patrice Evra (both released).",FALSE
